year	site	plotid	depth	subsample	rep	rotation	crop	tillage	drainage	SOIL1	SOIL2	SOIL39	SOIL29	SOIL30	SOIL31	SOIL32
2015	STJOHNS	WN1	20-Oct	2	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.15625
2011	STJOHNS	WN1	20-Oct	3	1	ROT62		TIL2	DWM3	1.451415135	0.409	0.401730694	0.358076489	0.350509156	0.337106478	DNC
2013	STJOHNS	WN1	20-Oct	3	1	ROT62		TIL2	DWM3	1.163	0.497	DNC	0.387	0.352	0.321	0.174
2015	STJOHNS	WN1	20-Oct	3	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.15094
2011	STJOHNS	WN1	20 - 40	1	1	ROT62		TIL2	DWM3	1.521087236	0.435	0.430284224	0.423341702	0.419416401	0.408781667	0.312808682
2013	STJOHNS	WN1	20 - 40	1	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN1	20 - 40	1	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.17323
2011	STJOHNS	WN1	20 - 40	2	1	ROT62		TIL2	DWM3	1.446964073	0.435	0.433343531	0.399012928	0.392756727	0.380373818	DNC
2013	STJOHNS	WN1	20 - 40	2	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN1	20 - 40	2	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.14912
2011	STJOHNS	WN1	20 - 40	3	1	ROT62		TIL2	DWM3	1.462241296	0.435	0.429264455	0.39915861	0.394504902	0.3828504	DNC
2013	STJOHNS	WN1	20 - 40	3	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN1	20 - 40	3	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.152
2011	STJOHNS	WN1	30 - 60	1	1	ROT62		TIL2	DWM3							
2011	STJOHNS	WN1	30 - 60	1	1	ROT62		TIL2	DWM3							
2012	STJOHNS	WN1	30 - 60	1	1	ROT62		TIL2	DWM3							
2013	STJOHNS	WN1	30 - 60	1	1	ROT62		TIL2	DWM3							
2014	STJOHNS	WN1	30 - 60	1	1	ROT62		TIL2	DWM3							
2015	STJOHNS	WN1	30 - 60	1	1	ROT62		TIL2	DWM3							
2011	STJOHNS	WN1	40 - 60	1	1	ROT62		TIL2	DWM3	1.520433631	0.444	0.440627595	0.440677774	0.437189517	0.428011596	0.235510494
2013	STJOHNS	WN1	40 - 60	1	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN1	40 - 60	1	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.17822
2011	STJOHNS	WN1	40 - 60	2	1	ROT62		TIL2	DWM3	1.432845756	0.462	0.457526623	0.442425949	0.436606792	0.424078202	DNC
2013	STJOHNS	WN1	40 - 60	2	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN1	40 - 60	2	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.16038
2011	STJOHNS	WN1	40 - 60	3	1	ROT62		TIL2	DWM3	1.501391256	0.47	0.466704544	0.461073153	0.457439214	0.448261294	DNC
2013	STJOHNS	WN1	40 - 60	3	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN1	40 - 60	3	1	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.16176
2011	STJOHNS	WN1	60 - 90	1	1	ROT62		TIL2	DWM3							
2011	STJOHNS	WN1	60 - 90	1	1	ROT62		TIL2	DWM3							
2012	STJOHNS	WN1	60 - 90	1	1	ROT62		TIL2	DWM3							
2013	STJOHNS	WN1	60 - 90	1	1	ROT62		TIL2	DWM3							
2014	STJOHNS	WN1	60 - 90	1	1	ROT62		TIL2	DWM3							
2015	STJOHNS	WN1	60 - 90	1	1	ROT62		TIL2	DWM3							
2011	STJOHNS	WN1		1	1	ROT62		TIL2	DWM3							
2012	STJOHNS	WN1		1	1	ROT62		TIL2	DWM3							
2013	STJOHNS	WN1		1	1	ROT62		TIL2	DWM3							
2014	STJOHNS	WN1		1	1	ROT62		TIL2	DWM3							
2015	STJOHNS	WN1		1	1	ROT62		TIL2	DWM3							
2011	STJOHNS	WN2	0 - 10	1	2	ROT62		TIL2	DWM3	1.522592951	0.414	0.411928383	0.404985861	0.400186472	0.376877467	0.283036561
2013	STJOHNS	WN2	0 - 10	1	2	ROT62		TIL2	DWM3	1.205	0.535	DNC	0.432	0.387	0.356	0.19
2015	STJOHNS	WN2	0 - 10	1	2	ROT62		TIL2	DWM3	1.199	0.569	0.498	0.375	0.366	0.337	0.17778
2011	STJOHNS	WN2	0 - 10	2	2	ROT62		TIL2	DWM3	1.460766414	0.431	0.426787873	0.402072235	0.388094926	0.363037746	DNC
2013	STJOHNS	WN2	0 - 10	2	2	ROT62		TIL2	DWM3	1.214	0.449	DNC	0.433	0.388	0.355	0.168
2015	STJOHNS	WN2	0 - 10	2	2	ROT62		TIL2	DWM3	1.196	0.577	0.496	0.38	0.371	0.337	0.16038
2011	STJOHNS	WN2	0 - 10	3	2	ROT62		TIL2	DWM3	1.425399917	0.445	0.442230089	0.391437502	0.37949973	0.352840057	DNC
2013	STJOHNS	WN2	0 - 10	3	2	ROT62		TIL2	DWM3	1.145	0.487	DNC	0.403	0.366	0.336	0.162
2015	STJOHNS	WN2	0 - 10	3	2	ROT62		TIL2	DWM3	1.036	0.632	0.552	0.304	0.295	0.258	0.16964
2011	STJOHNS	WN2	0 - 30	1	2	ROT62		TIL2	DWM3							
2011	STJOHNS	WN2	0 - 30	1	2	ROT62		TIL2	DWM3							
2012	STJOHNS	WN2	0 - 30	1	2	ROT62		TIL2	DWM3							
2013	STJOHNS	WN2	0 - 30	1	2	ROT62		TIL2	DWM3							
2014	STJOHNS	WN2	0 - 30	1	2	ROT62		TIL2	DWM3							
2015	STJOHNS	WN2	0 - 30	1	2	ROT62		TIL2	DWM3							
2011	STJOHNS	WN2	20-Oct	1	2	ROT62		TIL2	DWM3	1.486512882	0.419	0.416298821	0.384736163	0.376877467	0.357938901	0.278349129
2013	STJOHNS	WN2	20-Oct	1	2	ROT62		TIL2	DWM3	1.267	0.521	DNC	0.456	0.415	0.384	0.2
2015	STJOHNS	WN2	20-Oct	1	2	ROT62		TIL2	DWM3	1.272	0.577	0.511	0.396	0.387	0.352	0.17273
2011	STJOHNS	WN2	20-Oct	2	2	ROT62		TIL2	DWM3	1.519347516	0.413	0.40814067	0.392020227	0.383724488	0.367116822	DNC
2013	STJOHNS	WN2	20-Oct	2	2	ROT62		TIL2	DWM3	1.305	0.54	DNC	0.449	0.403	0.391	0.257
2015	STJOHNS	WN2	20-Oct	2	2	ROT62		TIL2	DWM3	1.259	0.59	0.531	0.396	0.387	0.347	0.17213
2011	STJOHNS	WN2	20-Oct	3	2	ROT62		TIL2	DWM3	1.38046374	0.408	0.399982518	0.360990115	0.354005507	0.332298996	DNC
2013	STJOHNS	WN2	20-Oct	3	2	ROT62		TIL2	DWM3	1.283	0.528	DNC	0.456	0.42	0.407	0.288
2015	STJOHNS	WN2	20-Oct	3	2	ROT62		TIL2	DWM3	1.388	0.563	0.53	0.409	0.403	0.372	0.16346
2011	STJOHNS	WN2	20-Oct	4	2	ROT62		TIL2	DWM3	1.414200152	0.446	0.431303993	0.386047295	0.379354049	0.35779322	DNC
2011	STJOHNS	WN2	20 - 40	1	2	ROT62		TIL2	DWM3	1.550138428	0.413	0.411345658	0.403383367	0.396107396	0.382413356	0.300749947
2013	STJOHNS	WN2	20 - 40	1	2	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN2	20 - 40	1	2	ROT62		TIL2	DWM3	1.368	0.559	0.514	0.404	0.396	0.366	0.18557
2011	STJOHNS	WN2	20 - 40	2	2	ROT62		TIL2	DWM3	1.536209082	0.42	0.413093833	0.403966092	0.398875341	0.37949973	DNC
2013	STJOHNS	WN2	20 - 40	2	2	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN2	20 - 40	2	2	ROT62		TIL2	DWM3	1.294	0.596	0.539	0.426	0.416	0.38	0.18797
2011	STJOHNS	WN2	20 - 40	3	2	ROT62		TIL2	DWM3	1.526594117	0.418	0.41615314	0.401635191	0.395233309	0.378771324	DNC
2013	STJOHNS	WN2	20 - 40	3	2	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN2	20 - 40	3	2	ROT62		TIL2	DWM3	1.407	0.578	0.521	0.422	0.413	0.381	0.1913
2011	STJOHNS	WN2	30 - 60	1	2	ROT62		TIL2	DWM3							
2011	STJOHNS	WN2	30 - 60	1	2	ROT62		TIL2	DWM3							
2012	STJOHNS	WN2	30 - 60	1	2	ROT62		TIL2	DWM3							
2013	STJOHNS	WN2	30 - 60	1	2	ROT62		TIL2	DWM3							
2014	STJOHNS	WN2	30 - 60	1	2	ROT62		TIL2	DWM3							
2015	STJOHNS	WN2	30 - 60	1	2	ROT62		TIL2	DWM3							
2011	STJOHNS	WN2	40 - 60	1	2	ROT62		TIL2	DWM3	1.600141669	0.394	0.391241642	0.384444801	0.37833428	0.366825459	0.313861838
2013	STJOHNS	WN2	40 - 60	1	2	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN2	40 - 60	1	2	ROT62		TIL2	DWM3	1.38	0.563	0.524	0.42	0.41	0.385	0.19417
2011	STJOHNS	WN2	40 - 60	2	2	ROT62		TIL2	DWM3	1.560246493	0.415	0.412511108	0.411104475	0.405139636	0.391736958	DNC
2013	STJOHNS	WN2	40 - 60	2	2	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN2	40 - 60	2	2	ROT62		TIL2	DWM3	1.508	0.539	0.502	0.41	0.401	0.38	0.18269
2011	STJOHNS	WN2	40 - 60	3	2	ROT62		TIL2	DWM3	1.492796061	0.435	0.432615125	0.430043041	0.423495477	0.407761899	DNC
2013	STJOHNS	WN2	40 - 60	3	2	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN2	40 - 60	3	2	ROT62		TIL2	DWM3	1.468	0.531	0.508	0.422	0.413	0.28	0.17699
2011	STJOHNS	WN2	60 - 90	1	2	ROT62		TIL2	DWM3							
2011	STJOHNS	WN2	60 - 90	1	2	ROT62		TIL2	DWM3							
2012	STJOHNS	WN2	60 - 90	1	2	ROT62		TIL2	DWM3							
2013	STJOHNS	WN2	60 - 90	1	2	ROT62		TIL2	DWM3							
2014	STJOHNS	WN2	60 - 90	1	2	ROT62		TIL2	DWM3							
2015	STJOHNS	WN2	60 - 90	1	2	ROT62		TIL2	DWM3							
2011	STJOHNS	WN2		1	2	ROT62		TIL2	DWM3							
2012	STJOHNS	WN2		1	2	ROT62		TIL2	DWM3							
2013	STJOHNS	WN2		1	2	ROT62		TIL2	DWM3							
2014	STJOHNS	WN2		1	2	ROT62		TIL2	DWM3							
2015	STJOHNS	WN2		1	2	ROT62		TIL2	DWM3							
2011	STJOHNS	WN3	0 - 10	1	3	ROT62		TIL2	DWM3	1.468596353	0.429	0.424894017	0.391728864	0.37716883	0.346721443	0.251907965
2013	STJOHNS	WN3	0 - 10	1	3	ROT62		TIL2	DWM3	1.371	0.548	DNC	0.426	0.369	0.358	0.195
2015	STJOHNS	WN3	0 - 10	1	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.125
2011	STJOHNS	WN3	0 - 10	2	3	ROT62		TIL2	DWM3	1.342136553	0.43	0.427807642	0.406296992	0.396835803	0.37600338	DNC
2013	STJOHNS	WN3	0 - 10	2	3	ROT62		TIL2	DWM3	1.416	0.571	DNC	0.43	0.394	0.368	0.202
2015	STJOHNS	WN3	0 - 10	2	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.12782
2011	STJOHNS	WN3	0 - 10	3	3	ROT62		TIL2	DWM3	1.51003632	0.418	0.410908614	0.39464249	0.382704719	0.355608001	DNC
2013	STJOHNS	WN3	0 - 10	3	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.226
2015	STJOHNS	WN3	0 - 10	3	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.13245
2011	STJOHNS	WN3	0 - 30	1	3	ROT62		TIL2	DWM3							
2011	STJOHNS	WN3	0 - 30	1	3	ROT62		TIL2	DWM3							
2012	STJOHNS	WN3	0 - 30	1	3	ROT62		TIL2	DWM3							
2013	STJOHNS	WN3	0 - 30	1	3	ROT62		TIL2	DWM3							
2014	STJOHNS	WN3	0 - 30	1	3	ROT62		TIL2	DWM3							
2015	STJOHNS	WN3	0 - 30	1	3	ROT62		TIL2	DWM3							
2011	STJOHNS	WN3	20-Oct	1	3	ROT62		TIL2	DWM3	1.448445292	0.41	0.402604781	0.381385494	0.372798392	0.349343706	0.259227268
2013	STJOHNS	WN3	20-Oct	1	3	ROT62		TIL2	DWM3	1.206	0.521	DNC	0.396	0.361	0.342	0.221
2015	STJOHNS	WN3	20-Oct	1	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.14286
2011	STJOHNS	WN3	20-Oct	2	3	ROT62		TIL2	DWM3	1.450329787	0.435	0.429410137	0.382842306	0.371924304	0.346284399	DNC
2013	STJOHNS	WN3	20-Oct	2	3	ROT62		TIL2	DWM3	1.503	0.518	DNC	0.464	0.41	0.419	0.221
2015	STJOHNS	WN3	20-Oct	2	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.13333
2011	STJOHNS	WN3	20-Oct	3	3	ROT62		TIL2	DWM3	1.455018329	0.421	0.418192678	0.389835008	0.382413356	0.35779322	DNC
2013	STJOHNS	WN3	20-Oct	3	3	ROT62		TIL2	DWM3	1.297	0.484	DNC	0.402	0.365	0.346	0.168
2015	STJOHNS	WN3	20-Oct	3	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.13386
2011	STJOHNS	WN3	20 - 40	1	3	ROT62		TIL2	DWM3	1.544658596	0.401	0.396340486	0.375412561	0.368136591	0.35895867	0.26821964
2013	STJOHNS	WN3	20 - 40	1	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN3	20 - 40	1	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.14394
2011	STJOHNS	WN3	20 - 40	2	3	ROT62		TIL2	DWM3	1.547572109	0.387	0.384540303	0.365797597	0.360269802	0.345701674	DNC
2013	STJOHNS	WN3	20 - 40	2	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN3	20 - 40	2	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.13514
2011	STJOHNS	WN3	20 - 40	3	3	ROT62		TIL2	DWM3	1.524311088	0.412	0.404352957	0.377452099	0.372215667	0.351383244	DNC
2013	STJOHNS	WN3	20 - 40	3	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN3	20 - 40	3	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.13559
2011	STJOHNS	WN3	30 - 60	1	3	ROT62		TIL2	DWM3							
2011	STJOHNS	WN3	30 - 60	1	3	ROT62		TIL2	DWM3							
2012	STJOHNS	WN3	30 - 60	1	3	ROT62		TIL2	DWM3							
2013	STJOHNS	WN3	30 - 60	1	3	ROT62		TIL2	DWM3							
2014	STJOHNS	WN3	30 - 60	1	3	ROT62		TIL2	DWM3							
2015	STJOHNS	WN3	30 - 60	1	3	ROT62		TIL2	DWM3							
2011	STJOHNS	WN3	40 - 60	1	3	ROT62		TIL2	DWM3	1.543340512	0.425	0.422271754	0.410667431	0.403974185	0.388823332	0.29426045
2013	STJOHNS	WN3	40 - 60	1	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN3	40 - 60	1	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.16854
2011	STJOHNS	WN3	40 - 60	2	3	ROT62		TIL2	DWM3	1.586614804	0.402	0.397505937	0.388523876	0.37949973	0.365368646	DNC
2013	STJOHNS	WN3	40 - 60	2	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN3	40 - 60	2	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.136
2011	STJOHNS	WN3	40 - 60	3	3	ROT62		TIL2	DWM3	1.614439928	0.403	0.400565243	0.398138841	0.392319683	0.380373818	DNC
2013	STJOHNS	WN3	40 - 60	3	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WN3	40 - 60	3	3	ROT62		TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	0.16438
2011	STJOHNS	WN3	60 - 90	1	3	ROT62		TIL2	DWM3							
2011	STJOHNS	WN3	60 - 90	1	3	ROT62		TIL2	DWM3							
2012	STJOHNS	WN3	60 - 90	1	3	ROT62		TIL2	DWM3							
2013	STJOHNS	WN3	60 - 90	1	3	ROT62		TIL2	DWM3							
2014	STJOHNS	WN3	60 - 90	1	3	ROT62		TIL2	DWM3							
2015	STJOHNS	WN3	60 - 90	1	3	ROT62		TIL2	DWM3							
2011	STJOHNS	WN3		1	3	ROT62		TIL2	DWM3							
2012	STJOHNS	WN3		1	3	ROT62		TIL2	DWM3							
2013	STJOHNS	WN3		1	3	ROT62		TIL2	DWM3							
2014	STJOHNS	WN3		1	3	ROT62		TIL2	DWM3							
2015	STJOHNS	WN3		1	3	ROT62		TIL2	DWM3							
2011	STJOHNS	WS1	0 - 10	1	1	ROT62		TIL2	DWM2	1.49381583	0.408	0.402313419	0.384007757	0.376731786	0.359104351	0.240473245
2013	STJOHNS	WS1	0 - 10	1	1	ROT62		TIL2	DWM2	1.314	0.519	DNC	0.375	0.346	0.321	0.207
2015	STJOHNS	WS1	0 - 10	1	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.21101
2011	STJOHNS	WS1	0 - 10	2	1	ROT62		TIL2	DWM2	1.463368443	0.423	0.420960622	0.406588355	0.400769197	0.38168495	DNC
2013	STJOHNS	WS1	0 - 10	2	1	ROT62		TIL2	DWM2	1.317	0.54	DNC	0.398	0.361	0.342	0.181
2015	STJOHNS	WS1	0 - 10	2	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.17544
2011	STJOHNS	WS1	0 - 10	3	1	ROT62		TIL2	DWM2	1.471415483	0.404	0.400710925	0.381094131	0.37032181	0.354588232	DNC
2013	STJOHNS	WS1	0 - 10	3	1	ROT62		TIL2	DWM2	1.334	0.517	DNC	0.408	0.365	0.34	0.244
2015	STJOHNS	WS1	0 - 10	3	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.19512
2011	STJOHNS	WS1	0 - 30	1	1	ROT62		TIL2	DWM2							
2011	STJOHNS	WS1	0 - 30	1	1	ROT62		TIL2	DWM2							
2012	STJOHNS	WS1	0 - 30	1	1	ROT62		TIL2	DWM2							
2013	STJOHNS	WS1	0 - 30	1	1	ROT62		TIL2	DWM2							
2014	STJOHNS	WS1	0 - 30	1	1	ROT62		TIL2	DWM2							
2015	STJOHNS	WS1	0 - 30	1	1	ROT62		TIL2	DWM2							
2011	STJOHNS	WS1	20-Oct	1	1	ROT62		TIL2	DWM2	1.442399738	0.394	0.386871203	0.360844433	0.350363475	0.337689204	0.254581964
2013	STJOHNS	WS1	20-Oct	1	1	ROT62		TIL2	DWM2	1.413	0.458	DNC	0.408	0.368	0.365	0.302
2015	STJOHNS	WS1	20-Oct	1	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.17901
2011	STJOHNS	WS1	20-Oct	2	1	ROT62		TIL2	DWM2	1.508821678	0.402	0.391387323	0.367108728	0.357501857	0.344973267	DNC
2013	STJOHNS	WS1	20-Oct	2	1	ROT62		TIL2	DWM2	1.228	0.494	DNC	0.376	0.346	0.331	0.191
2015	STJOHNS	WS1	20-Oct	2	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.14839
2011	STJOHNS	WS1	20-Oct	3	1	ROT62		TIL2	DWM2	1.495244401	0.418	0.413385196	0.378180506	0.370904535	0.358084583	DNC
2013	STJOHNS	WS1	20-Oct	3	1	ROT62		TIL2	DWM2	1.484	0.402	DNC	0.384	0.349	0.349	0.266
2015	STJOHNS	WS1	20-Oct	3	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.17964
2011	STJOHNS	WS1	20 - 40	1	1	ROT62		TIL2	DWM2	1.51727257	0.409	0.405955451	0.378180506	0.369593404	0.349635068	0.259829541
2013	STJOHNS	WS1	20 - 40	1	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS1	20 - 40	1	1	ROT62		TIL2	DWM2	1.263	0.547	0.473	0.356	0.344	0.315	0.17391
2011	STJOHNS	WS1	20 - 40	2	1	ROT62		TIL2	DWM2	1.536037046	0.41	0.405081363	0.383425032	0.379645412	0.367116822	DNC
2013	STJOHNS	WS1	20 - 40	2	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS1	20 - 40	2	1	ROT62		TIL2	DWM2	1.464	0.536	0.511	0.425	0.415	0.385	0.14865
2011	STJOHNS	WS1	20 - 40	3	1	ROT62		TIL2	DWM2	1.532933697	0.412	0.405518407	0.384007757	0.378625643	0.363620471	DNC
2013	STJOHNS	WS1	20 - 40	3	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS1	20 - 40	3	1	ROT62		TIL2	DWM2	1.46	0.524	0.496	0.404	0.394	0.365	0.14189
2011	STJOHNS	WS1	30 - 60	1	1	ROT62		TIL2	DWM2							
2011	STJOHNS	WS1	30 - 60	1	1	ROT62		TIL2	DWM2							
2012	STJOHNS	WS1	30 - 60	1	1	ROT62		TIL2	DWM2							
2013	STJOHNS	WS1	30 - 60	1	1	ROT62		TIL2	DWM2							
2014	STJOHNS	WS1	30 - 60	1	1	ROT62		TIL2	DWM2							
2015	STJOHNS	WS1	30 - 60	1	1	ROT62		TIL2	DWM2							
2011	STJOHNS	WS1	40 - 60	1	1	ROT62		TIL2	DWM2	1.549026298	0.405	0.402750463	0.401052466	0.392319683	0.376586105	0.319216879
2013	STJOHNS	WS1	40 - 60	1	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS1	40 - 60	1	1	ROT62		TIL2	DWM2	1.406	0.523	0.495	0.388	0.382	0.358	0.1625
2011	STJOHNS	WS1	40 - 60	2	1	ROT62		TIL2	DWM2	1.547684165	0.399	0.395320717	0.381822538	0.373526798	0.360706846	DNC
2013	STJOHNS	WS1	40 - 60	2	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS1	40 - 60	2	1	ROT62		TIL2	DWM2	1.377	0.581	0.512	0.407	0.4	0.372	0.14765
2011	STJOHNS	WS1	40 - 60	3	1	ROT62		TIL2	DWM2	1.568258963	0.406	0.404352957	0.398721566	0.392319683	0.377605874	DNC
2013	STJOHNS	WS1	40 - 60	3	1	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS1	40 - 60	3	1	ROT62		TIL2	DWM2	1.496	0.461	0.46	0.412	0.409	0.385	0.1519
2011	STJOHNS	WS1	60 - 90	1	1	ROT62		TIL2	DWM2							
2011	STJOHNS	WS1	60 - 90	1	1	ROT62		TIL2	DWM2							
2012	STJOHNS	WS1	60 - 90	1	1	ROT62		TIL2	DWM2							
2013	STJOHNS	WS1	60 - 90	1	1	ROT62		TIL2	DWM2							
2014	STJOHNS	WS1	60 - 90	1	1	ROT62		TIL2	DWM2							
2015	STJOHNS	WS1	60 - 90	1	1	ROT62		TIL2	DWM2							
2011	STJOHNS	WS1		1	1	ROT62		TIL2	DWM2							
2012	STJOHNS	WS1		1	1	ROT62		TIL2	DWM2							
2013	STJOHNS	WS1		1	1	ROT62		TIL2	DWM2							
2014	STJOHNS	WS1		1	1	ROT62		TIL2	DWM2							
2015	STJOHNS	WS1		1	1	ROT62		TIL2	DWM2							
2011	STJOHNS	WS2	0 - 10	1	2	ROT62		TIL2	DWM2	1.442662095	0.434	0.430284224	0.411541518	0.403245779	0.375857699	0.272335724
2013	STJOHNS	WS2	0 - 10	1	2	ROT62		TIL2	DWM2	1.135	0.504	DNC	0.415	0.387	0.363	0.235
2015	STJOHNS	WS2	0 - 10	1	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.18182
2011	STJOHNS	WS2	0 - 10	2	2	ROT62		TIL2	DWM2	1.515229032	0.416	0.411928383	0.405714267	0.400769197	0.382996081	DNC
2013	STJOHNS	WS2	0 - 10	2	2	ROT62		TIL2	DWM2	1.138	0.507	DNC	0.413	0.375	0.358	0.23
2015	STJOHNS	WS2	0 - 10	2	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.16993
2011	STJOHNS	WS2	0 - 10	3	2	ROT62		TIL2	DWM2	1.462745521	0.425	0.419212447	0.396827709	0.390571508	0.371195898	DNC
2013	STJOHNS	WS2	0 - 10	3	2	ROT62		TIL2	DWM2	1.132	0.557	DNC	0.42	0.378	0.343	0.181
2015	STJOHNS	WS2	0 - 10	3	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.15108
2011	STJOHNS	WS2	0 - 10	4	2	ROT62		TIL2	DWM2	1.398384904	0.432	0.429264455	0.408773574	0.401643285	0.379354049	DNC
2011	STJOHNS	WS2	0 - 30	1	2	ROT62		TIL2	DWM2							
2011	STJOHNS	WS2	0 - 30	1	2	ROT62		TIL2	DWM2							
2012	STJOHNS	WS2	0 - 30	1	2	ROT62		TIL2	DWM2							
2013	STJOHNS	WS2	0 - 30	1	2	ROT62		TIL2	DWM2							
2014	STJOHNS	WS2	0 - 30	1	2	ROT62		TIL2	DWM2							
2015	STJOHNS	WS2	0 - 30	1	2	ROT62		TIL2	DWM2							
2011	STJOHNS	WS2	20-Oct	1	2	ROT62		TIL2	DWM2	1.541016564	0.418	0.414259284	0.407316761	0.403100098	0.384744257	0.28471706
2013	STJOHNS	WS2	20-Oct	1	2	ROT62		TIL2	DWM2	1.466	0.508	DNC	0.43	0.412	0.387	0.229
2015	STJOHNS	WS2	20-Oct	1	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.20779
2011	STJOHNS	WS2	20-Oct	2	2	ROT62		TIL2	DWM2	1.483013917	0.428	0.425185379	0.418097176	0.410821205	0.385326982	DNC
2013	STJOHNS	WS2	20-Oct	2	2	ROT62		TIL2	DWM2	1.241	0.498	DNC	0.409	0.39	0.366	0.191
