year	site	plotid	depth	subsample	rep	rotation	crop	tillage	drainage	SOIL1	SOIL2	SOIL39	SOIL29	SOIL30	SOIL31	SOIL32
2015	DPAC	SE	20-Oct	33	2	ROT5	Soybean	TIL2	DWM3	1.46	0.431	0.425	0.4	0.39	0.38	0.245
2011	DPAC	SE	20-Oct	3	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	20-Oct	3	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	20-Oct	3	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	20 - 40	11	2	ROT5	Soybean	TIL2	DWM3	1.48	0.421	0.421	0.39	0.384	0.376	0.219
2013	DPAC	SE	20 - 40	11	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	20 - 40	11	2	ROT5	Soybean	TIL2	DWM3	1.33	0.449	0.447	0.415	0.403	0.393	0.208
2011	DPAC	SE	20 - 40	12	2	ROT5	Soybean	TIL2	DWM3	1.48	0.395	0.397	0.383	0.379	0.375	0.219
2013	DPAC	SE	20 - 40	12	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	20 - 40	12	2	ROT5	Soybean	TIL2	DWM3	1.42	0.397	0.391	0.355	0.341	0.329	0.222
2011	DPAC	SE	20 - 40	13	2	ROT5	Soybean	TIL2	DWM3	1.36	0.436	0.437	0.404	0.398	0.391	0.202
2013	DPAC	SE	20 - 40	13	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	20 - 40	13	2	ROT5	Soybean	TIL2	DWM3	1.32	0.453	0.45	0.421	0.412	0.401	0.206
2011	DPAC	SE	20 - 40	1	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	20 - 40	1	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	20 - 40	1	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	20 - 40	21	2	ROT5	Soybean	TIL2	DWM3	1.48	0.417	0.417	0.401	0.392	0.385	0.257
2013	DPAC	SE	20 - 40	21	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	20 - 40	21	2	ROT5	Soybean	TIL2	DWM3	1.4	0.422	0.419	0.396	0.386	0.378	0.244
2011	DPAC	SE	20 - 40	22	2	ROT5	Soybean	TIL2	DWM3	1.3	0.463	0.462	0.432	0.426	0.418	0.226
2013	DPAC	SE	20 - 40	22	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	20 - 40	22	2	ROT5	Soybean	TIL2	DWM3	1.47	0.404	0.403	0.385	0.374	0.366	0.255
2011	DPAC	SE	20 - 40	23	2	ROT5	Soybean	TIL2	DWM3	1.42	0.438	0.436	0.422	0.414	0.404	0.247
2013	DPAC	SE	20 - 40	23	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	20 - 40	23	2	ROT5	Soybean	TIL2	DWM3	1.41	0.429	0.427	0.411	0.401	0.394	0.246
2011	DPAC	SE	20 - 40	2	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	20 - 40	2	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	20 - 40	2	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	20 - 40	31	2	ROT5	Soybean	TIL2	DWM3	1.52	0.395	0.394	0.386	0.38	0.378	0.268
2013	DPAC	SE	20 - 40	31	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	20 - 40	31	2	ROT5	Soybean	TIL2	DWM3	1.45	0.42	0.42	0.402	0.394	0.386	0.239
2011	DPAC	SE	20 - 40	32	2	ROT5	Soybean	TIL2	DWM3	1.44	0.424	0.422	0.382	0.375	0.369	0.255
2013	DPAC	SE	20 - 40	32	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	20 - 40	32	2	ROT5	Soybean	TIL2	DWM3	1.44	0.428	0.424	0.391	0.381	0.374	0.237
2011	DPAC	SE	20 - 40	33	2	ROT5	Soybean	TIL2	DWM3	1.38	0.44	0.441	0.433	0.429	0.423	0.244
2013	DPAC	SE	20 - 40	33	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	20 - 40	33	2	ROT5	Soybean	TIL2	DWM3	1.41	0.432	0.432	0.422	0.415	0.411	0.234
2011	DPAC	SE	20 - 40	3	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	20 - 40	3	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	20 - 40	3	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	30 - 60	1	2	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	SE	30 - 60	1	2	ROT5	Corn	TIL2	DWM3							
2012	DPAC	SE	30 - 60	1	2	ROT5	Corn	TIL2	DWM3							
2013	DPAC	SE	30 - 60	1	2	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	SE	30 - 60	1	2	ROT5	Corn	TIL2	DWM3							
2015	DPAC	SE	30 - 60	1	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	30 - 60	2	2	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	SE	30 - 60	2	2	ROT5	Corn	TIL2	DWM3							
2012	DPAC	SE	30 - 60	2	2	ROT5	Corn	TIL2	DWM3							
2013	DPAC	SE	30 - 60	2	2	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	SE	30 - 60	2	2	ROT5	Corn	TIL2	DWM3							
2015	DPAC	SE	30 - 60	2	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	30 - 60	3	2	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	SE	30 - 60	3	2	ROT5	Corn	TIL2	DWM3							
2012	DPAC	SE	30 - 60	3	2	ROT5	Corn	TIL2	DWM3							
2013	DPAC	SE	30 - 60	3	2	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	SE	30 - 60	3	2	ROT5	Corn	TIL2	DWM3							
2015	DPAC	SE	30 - 60	3	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	40 - 60	11	2	ROT5	Soybean	TIL2	DWM3	1.4	0.433	0.431	0.415	0.409	0.401	0.188
2013	DPAC	SE	40 - 60	11	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	40 - 60	11	2	ROT5	Soybean	TIL2	DWM3	1.42	0.423	0.422	0.39	0.38	0.37	0.199
2011	DPAC	SE	40 - 60	12	2	ROT5	Soybean	TIL2	DWM3	1.55	0.372	0.372	0.371	0.368	0.364	0.207
2013	DPAC	SE	40 - 60	12	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	40 - 60	12	2	ROT5	Soybean	TIL2	DWM3	1.47	0.405	0.406	0.383	0.373	0.366	0.206
2011	DPAC	SE	40 - 60	13	2	ROT5	Soybean	TIL2	DWM3	1.38	0.396	0.399	0.393	0.386	0.381	0.185
2013	DPAC	SE	40 - 60	13	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	40 - 60	13	2	ROT5	Soybean	TIL2	DWM3	1.48	0.398	0.398	0.387	0.379	0.373	0.207
2011	DPAC	SE	40 - 60	1	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	40 - 60	1	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	40 - 60	1	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	40 - 60	21	2	ROT5	Soybean	TIL2	DWM3	1.31	0.421	0.424	0.415	0.405	0.397	0.212
2013	DPAC	SE	40 - 60	21	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	40 - 60	21	2	ROT5	Soybean	TIL2	DWM3	1.47	0.396	0.396	0.377	0.367	0.358	0.234
2011	DPAC	SE	40 - 60	22	2	ROT5	Soybean	TIL2	DWM3	1.48	0.39	0.391	0.38	0.378	0.374	0.24
2013	DPAC	SE	40 - 60	22	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	40 - 60	22	2	ROT5	Soybean	TIL2	DWM3	1.49	0.397	0.398	0.374	0.364	0.357	0.237
2011	DPAC	SE	40 - 60	23	2	ROT5	Soybean	TIL2	DWM3	1.36	0.458	0.461	0.432	0.426	0.422	0.219
2013	DPAC	SE	40 - 60	23	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	40 - 60	23	2	ROT5	Soybean	TIL2	DWM3	1.48	0.409	0.41	0.397	0.383	0.379	0.236
2011	DPAC	SE	40 - 60	2	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	40 - 60	2	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	40 - 60	2	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	40 - 60	31	2	ROT5	Soybean	TIL2	DWM3	1.52	0.396	0.397	0.384	0.379	0.372	0.275
2013	DPAC	SE	40 - 60	31	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	40 - 60	31	2	ROT5	Soybean	TIL2	DWM3	1.44	0.42	0.42	0.395	0.385	0.377	0.24
2011	DPAC	SE	40 - 60	32	2	ROT5	Soybean	TIL2	DWM3	1.43	0.43	0.43	0.422	0.417	0.415	0.26
2013	DPAC	SE	40 - 60	32	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	40 - 60	32	2	ROT5	Soybean	TIL2	DWM3	1.38	0.439	0.437	0.407	0.396	0.386	0.23
2011	DPAC	SE	40 - 60	33	2	ROT5	Soybean	TIL2	DWM3	1.51	0.398	0.397	0.388	0.384	0.379	0.274
2013	DPAC	SE	40 - 60	33	2	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SE	40 - 60	33	2	ROT5	Soybean	TIL2	DWM3	1.37	0.395	0.394	0.385	0.38	0.386	0.228
2011	DPAC	SE	40 - 60	3	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	40 - 60	3	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	40 - 60	3	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	60 - 90	1	2	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	SE	60 - 90	1	2	ROT5	Corn	TIL2	DWM3							
2012	DPAC	SE	60 - 90	1	2	ROT5	Corn	TIL2	DWM3							
2013	DPAC	SE	60 - 90	1	2	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	SE	60 - 90	1	2	ROT5	Corn	TIL2	DWM3							
2015	DPAC	SE	60 - 90	1	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	60 - 90	2	2	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	SE	60 - 90	2	2	ROT5	Corn	TIL2	DWM3							
2012	DPAC	SE	60 - 90	2	2	ROT5	Corn	TIL2	DWM3							
2013	DPAC	SE	60 - 90	2	2	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	SE	60 - 90	2	2	ROT5	Corn	TIL2	DWM3							
2015	DPAC	SE	60 - 90	2	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	60 - 90	3	2	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	SE	60 - 90	3	2	ROT5	Corn	TIL2	DWM3							
2012	DPAC	SE	60 - 90	3	2	ROT5	Corn	TIL2	DWM3							
2013	DPAC	SE	60 - 90	3	2	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	SE	60 - 90	3	2	ROT5	Corn	TIL2	DWM3							
2015	DPAC	SE	60 - 90	3	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE		1	2	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	SE		1	2	ROT5	Corn	TIL2	DWM3							
2013	DPAC	SE		1	2	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	SE		1	2	ROT5	Corn	TIL2	DWM3							
2015	DPAC	SE		1	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SW	0 - 10	11	2	ROT5	Soybean	TIL2	DWM2	1.46	0.424	0.425	0.39	0.381	0.368	0.248
2013	DPAC	SW	0 - 10	11	2	ROT5	Soybean	TIL2	DWM2	1.37	0.435	0.441	0.388	0.374	0.37	0.245
2015	DPAC	SW	0 - 10	11	2	ROT5	Soybean	TIL2	DWM2	1.41	0.44	0.435	0.399	0.39	0.376	0.242
2011	DPAC	SW	0 - 10	12	2	ROT5	Soybean	TIL2	DWM2	1.45	0.423	0.424	0.404	0.394	0.38	0.247
2013	DPAC	SW	0 - 10	12	2	ROT5	Soybean	TIL2	DWM2	1.49	0.433	0.44	0.409	0.399	0.39	0.265
2015	DPAC	SW	0 - 10	12	2	ROT5	Soybean	TIL2	DWM2	1.25	0.442	0.409	0.357	0.344	0.321	0.214
2011	DPAC	SW	0 - 10	13	2	ROT5	Soybean	TIL2	DWM2	1.42	0.416	0.414	0.381	0.373	0.367	0.243
2013	DPAC	SW	0 - 10	13	2	ROT5	Soybean	TIL2	DWM2	1.52	0.422	0.428	0.399	0.391	0.382	0.271
2015	DPAC	SW	0 - 10	13	2	ROT5	Soybean	TIL2	DWM2	1.43	0.438	0.433	0.383	0.367	0.351	0.244
2011	DPAC	SW	0 - 10	1	2	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	SW	0 - 10	1	2	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	SW	0 - 10	1	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	0 - 10	21	2	ROT5	Soybean	TIL2	DWM2	1.4	0.443	0.441	0.38	0.369	0.358	0.228
2013	DPAC	SW	0 - 10	21	2	ROT5	Soybean	TIL2	DWM2	1.4	0.429	0.429	0.375	0.361	0.348	0.212
2015	DPAC	SW	0 - 10	21	2	ROT5	Soybean	TIL2	DWM2	1.21	0.476	0.449	0.356	0.337	0.309	0.21
2011	DPAC	SW	0 - 10	22	2	ROT5	Soybean	TIL2	DWM2	1.44	0.435	0.434	0.399	0.389	0.381	0.236
2013	DPAC	SW	0 - 10	22	2	ROT5	Soybean	TIL2	DWM2	1.46	0.438	0.44	0.399	0.384	0.374	0.22
2015	DPAC	SW	0 - 10	22	2	ROT5	Soybean	TIL2	DWM2	1.26	0.453	0.423	0.357	0.343	0.331	0.219
2011	DPAC	SW	0 - 10	23	2	ROT5	Soybean	TIL2	DWM2	1.38	0.433	0.434	0.373	0.364	0.355	0.226
2013	DPAC	SW	0 - 10	23	2	ROT5	Soybean	TIL2	DWM2	1.47	0.425	0.428	0.383	0.378	0.369	0.222
2015	DPAC	SW	0 - 10	23	2	ROT5	Soybean	TIL2	DWM2	1.3	0.451	0.43	0.38	0.364	0.348	0.226
2011	DPAC	SW	0 - 10	2	2	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	SW	0 - 10	2	2	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	SW	0 - 10	2	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	0 - 10	31	2	ROT5	Soybean	TIL2	DWM2	1.35	0.418	0.421	0.35	0.341	0.331	0.237
2013	DPAC	SW	0 - 10	31	2	ROT5	Soybean	TIL2	DWM2	1.4	0.435	0.434	0.403	0.381	0.377	0.249
2015	DPAC	SW	0 - 10	31	2	ROT5	Soybean	TIL2	DWM2	1.35	0.453	0.438	0.379	0.368	0.352	0.224
2011	DPAC	SW	0 - 10	32	2	ROT5	Soybean	TIL2	DWM2	1.48	0.416	0.415	0.394	0.386	0.371	0.26
2013	DPAC	SW	0 - 10	32	2	ROT5	Soybean	TIL2	DWM2	1.48	0.422	0.427	0.388	0.378	0.369	0.263
2015	DPAC	SW	0 - 10	32	2	ROT5	Soybean	TIL2	DWM2	1.28	0.441	0.424	0.376	0.362	0.338	0.213
2011	DPAC	SW	0 - 10	33	2	ROT5	Soybean	TIL2	DWM2	1.39	0.434	0.432	0.358	0.348	0.338	0.244
2013	DPAC	SW	0 - 10	33	2	ROT5	Soybean	TIL2	DWM2	1.4	0.44	0.44	0.395	0.382	0.37	0.248
2015	DPAC	SW	0 - 10	33	2	ROT5	Soybean	TIL2	DWM2	1.25	0.496	0.453	0.382	0.366	0.343	0.208
2011	DPAC	SW	0 - 10	3	2	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	SW	0 - 10	3	2	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	SW	0 - 10	3	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	0 - 30	1	2	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	SW	0 - 30	1	2	ROT5	Corn	TIL2	DWM2							
2012	DPAC	SW	0 - 30	1	2	ROT5	Corn	TIL2	DWM2							
2013	DPAC	SW	0 - 30	1	2	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	SW	0 - 30	1	2	ROT5	Corn	TIL2	DWM2							
2015	DPAC	SW	0 - 30	1	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	0 - 30	2	2	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	SW	0 - 30	2	2	ROT5	Corn	TIL2	DWM2							
2012	DPAC	SW	0 - 30	2	2	ROT5	Corn	TIL2	DWM2							
2013	DPAC	SW	0 - 30	2	2	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	SW	0 - 30	2	2	ROT5	Corn	TIL2	DWM2							
2015	DPAC	SW	0 - 30	2	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	0 - 30	3	2	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	SW	0 - 30	3	2	ROT5	Corn	TIL2	DWM2							
2012	DPAC	SW	0 - 30	3	2	ROT5	Corn	TIL2	DWM2							
2013	DPAC	SW	0 - 30	3	2	ROT5	Soybean	TIL2	DWM2							
2014	DPAC	SW	0 - 30	3	2	ROT5	Corn	TIL2	DWM2							
2015	DPAC	SW	0 - 30	3	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	20-Oct	11	2	ROT5	Soybean	TIL2	DWM2	1.45	0.418	0.419	0.4	0.391	0.375	0.258
2013	DPAC	SW	20-Oct	11	2	ROT5	Soybean	TIL2	DWM2	1.45	0.446	0.453	0.401	0.384	0.375	0.257
2015	DPAC	SW	20-Oct	11	2	ROT5	Soybean	TIL2	DWM2	1.42	0.424	0.418	0.376	0.369	0.353	0.238
2011	DPAC	SW	20-Oct	12	2	ROT5	Soybean	TIL2	DWM2	1.5	0.406	0.408	0.396	0.386	0.377	0.265
2013	DPAC	SW	20-Oct	12	2	ROT5	Soybean	TIL2	DWM2	1.45	0.419	0.421	0.383	0.361	0.36	0.256
2015	DPAC	SW	20-Oct	12	2	ROT5	Soybean	TIL2	DWM2	1.34	0.426	0.412	0.361	0.353	0.336	0.225
2011	DPAC	SW	20-Oct	13	2	ROT5	Soybean	TIL2	DWM2	1.46	0.426	0.424	0.391	0.385	0.382	0.258
2013	DPAC	SW	20-Oct	13	2	ROT5	Soybean	TIL2	DWM2	1.49	0.416	0.419	0.386	0.377	0.367	0.265
2015	DPAC	SW	20-Oct	13	2	ROT5	Soybean	TIL2	DWM2	1.37	0.419	0.41	0.365	0.358	0.347	0.23
2011	DPAC	SW	20-Oct	1	2	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	SW	20-Oct	1	2	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	SW	20-Oct	1	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	20-Oct	21	2	ROT5	Soybean	TIL2	DWM2	1.48	0.411	0.412	0.385	0.377	0.374	0.243
2013	DPAC	SW	20-Oct	21	2	ROT5	Soybean	TIL2	DWM2	1.49	0.408	0.413	0.385	0.376	0.366	0.239
2015	DPAC	SW	20-Oct	21	2	ROT5	Soybean	TIL2	DWM2	1.36	0.478	0.463	0.378	0.366	0.346	0.239
2011	DPAC	SW	20-Oct	22	2	ROT5	Soybean	TIL2	DWM2	1.46	0.433	0.434	0.407	0.4	0.388	0.238
2013	DPAC	SW	20-Oct	22	2	ROT5	Soybean	TIL2	DWM2	1.51	0.424	0.428	0.387	0.377	0.368	0.241
2015	DPAC	SW	20-Oct	22	2	ROT5	Soybean	TIL2	DWM2	1.46	0.431	0.422	0.382	0.373	0.352	0.256
2011	DPAC	SW	20-Oct	23	2	ROT5	Soybean	TIL2	DWM2	1.47	0.414	0.412	0.385	0.377	0.368	0.241
2013	DPAC	SW	20-Oct	23	2	ROT5	Soybean	TIL2	DWM2	1.49	0.414	0.418	0.381	0.373	0.367	0.239
2015	DPAC	SW	20-Oct	23	2	ROT5	Soybean	TIL2	DWM2	1.4	0.44	0.441	0.391	0.383	0.368	0.246
2011	DPAC	SW	20-Oct	2	2	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	SW	20-Oct	2	2	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	SW	20-Oct	2	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	20-Oct	31	2	ROT5	Soybean	TIL2	DWM2	1.45	0.417	0.417	0.375	0.369	0.364	0.261
2013	DPAC	SW	20-Oct	31	2	ROT5	Soybean	TIL2	DWM2	1.44	0.419	0.427	0.393	0.383	0.374	0.243
2015	DPAC	SW	20-Oct	31	2	ROT5	Soybean	TIL2	DWM2	1.32	0.457	0.447	0.387	0.376	0.357	0.216
2011	DPAC	SW	20-Oct	32	2	ROT5	Soybean	TIL2	DWM2	1.53	0.405	0.407	0.39	0.383	0.375	0.276
2013	DPAC	SW	20-Oct	32	2	ROT5	Soybean	TIL2	DWM2	1.52	0.409	0.415	0.386	0.374	0.365	0.257
2015	DPAC	SW	20-Oct	32	2	ROT5	Soybean	TIL2	DWM2	1.44	0.402	0.388	0.356	0.347	0.33	0.235
2011	DPAC	SW	20-Oct	33	2	ROT5	Soybean	TIL2	DWM2	1.55	0.385	0.383	0.358	0.352	0.34	0.281
2013	DPAC	SW	20-Oct	33	2	ROT5	Soybean	TIL2	DWM2	1.44	0.416	0.423	0.409	0.398	0.389	0.243
2015	DPAC	SW	20-Oct	33	2	ROT5	Soybean	TIL2	DWM2	1.32	0.453	0.431	0.359	0.349	0.331	0.216
2011	DPAC	SW	20-Oct	3	2	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	SW	20-Oct	3	2	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	SW	20-Oct	3	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	20 - 40	11	2	ROT5	Soybean	TIL2	DWM2	1.42	0.444	0.446	0.44	0.437	0.431	0.27
2013	DPAC	SW	20 - 40	11	2	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SW	20 - 40	11	2	ROT5	Soybean	TIL2	DWM2	1.31	0.461	0.459	0.415	0.411	0.403	0.247
2011	DPAC	SW	20 - 40	12	2	ROT5	Soybean	TIL2	DWM2	1.43	0.432	0.432	0.393	0.385	0.382	0.272
2013	DPAC	SW	20 - 40	12	2	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SW	20 - 40	12	2	ROT5	Soybean	TIL2	DWM2	1.33	0.459	0.461	0.45	0.445	0.44	0.252
2011	DPAC	SW	20 - 40	13	2	ROT5	Soybean	TIL2	DWM2	1.48	0.406	0.406	0.365	0.36	0.355	0.282
2013	DPAC	SW	20 - 40	13	2	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SW	20 - 40	13	2	ROT5	Soybean	TIL2	DWM2	1.21	0.386	0.385	0.377	0.373	0.37	0.229
2011	DPAC	SW	20 - 40	1	2	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	SW	20 - 40	1	2	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	SW	20 - 40	1	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	20 - 40	21	2	ROT5	Soybean	TIL2	DWM2	1.46	0.416	0.416	0.389	0.382	0.378	0.251
2013	DPAC	SW	20 - 40	21	2	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SW	20 - 40	21	2	ROT5	Soybean	TIL2	DWM2	1.34	0.469	0.469	0.436	0.426	0.42	0.251
2011	DPAC	SW	20 - 40	22	2	ROT5	Soybean	TIL2	DWM2	1.51	0.411	0.414	0.399	0.391	0.385	0.26
2013	DPAC	SW	20 - 40	22	2	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SW	20 - 40	22	2	ROT5	Soybean	TIL2	DWM2	1.34	0.452	0.453	0.418	0.407	0.397	0.252
2011	DPAC	SW	20 - 40	23	2	ROT5	Soybean	TIL2	DWM2	1.41	0.427	0.427	0.379	0.373	0.371	0.243
2013	DPAC	SW	20 - 40	23	2	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SW	20 - 40	23	2	ROT5	Soybean	TIL2	DWM2	1.34	0.453	0.455	0.435	0.426	0.418	0.252
2011	DPAC	SW	20 - 40	2	2	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	SW	20 - 40	2	2	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	SW	20 - 40	2	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	20 - 40	31	2	ROT5	Soybean	TIL2	DWM2	1.49	0.401	0.398	0.395	0.385	0.378	0.298
2013	DPAC	SW	20 - 40	31	2	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SW	20 - 40	31	2	ROT5	Soybean	TIL2	DWM2	1.42	0.428	0.428	0.393	0.384	0.375	0.234
2011	DPAC	SW	20 - 40	32	2	ROT5	Soybean	TIL2	DWM2	1.5	0.412	0.413	0.389	0.383	0.375	0.299
2013	DPAC	SW	20 - 40	32	2	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SW	20 - 40	32	2	ROT5	Soybean	TIL2	DWM2	1.38	0.43	0.427	0.387	0.378	0.368	0.227
2011	DPAC	SW	20 - 40	33	2	ROT5	Soybean	TIL2	DWM2	1.5	0.41	0.412	0.39	0.385	0.377	0.298
2013	DPAC	SW	20 - 40	33	2	ROT5	Soybean	TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	SW	20 - 40	33	2	ROT5	Soybean	TIL2	DWM2	1.4	0.423	0.418	0.39	0.381	0.374	0.23
2011	DPAC	SW	20 - 40	3	2	ROT5	Soybean	TIL2	DWM2							
2013	DPAC	SW	20 - 40	3	2	ROT5	Soybean	TIL2	DWM2							
2015	DPAC	SW	20 - 40	3	2	ROT5	Soybean	TIL2	DWM2							
2011	DPAC	SW	30 - 60	1	2	ROT5	Soybean	TIL2	DWM2							
2012	DPAC	SW	30 - 60	1	2	ROT5	Corn	TIL2	DWM2							
